bureau_score,credit_utilization,debt_to_income,years_employed,credit_history_yrs,num_credit_inquiries_6m,max_dpd,months_delinquent
577,0.5636,0.2354,6.2,5.6,1,0,0
640,0.2696,0.3901,10.7,7.5,0,0,0
617,0.2977,0.1854,7.3,6.0,1,0,0
655,0.0746,1.0274,19.4,11.3,1,0,0
605,0.4606,0.5251,13.8,7.9,2,0,0
637,0.1222,0.4049,10.3,7.2,2,0,0
558,0.4206,0.2039,3.0,0.3,2,0,0
582,0.3107,0.138,3.3,2.3,1,0,0
635,0.3309,0.3605,1.2,0.0,1,0,0
554,0.6497,0.4514,15.9,10.8,0,0,0
643,0.3007,0.2473,4.1,0.0,0,0,0
557,0.3603,0.9423,8.9,2.8,3,0,0
561,0.3921,0.2881,12.4,7.2,2,0,0
599,0.0572,0.7372,10.8,4.9,2,0,0
577,0.3179,0.4958,0.0,0.0,1,0,0
673,0.1336,0.292,15.9,12.1,1,0,0
637,0.1631,1.4453,0.0,1.9,1,0,0
596,0.4153,0.4447,8.9,8.0,1,0,0
586,0.1918,1.3024,3.5,2.2,1,0,0
557,0.3769,0.7897,1.9,1.0,0,0,0
624,0.0598,0.2544,7.2,5.2,2,0,0
613,0.1944,2.885,3.4,1.1,0,0,0
645,0.4304,0.9725,16.0,7.5,0,0,0
630,0.1193,0.7751,16.6,14.0,0,0,0
606,0.6039,1.0458,9.9,7.0,0,0,0
637,0.1532,0.2791,13.4,9.3,3,0,0
614,0.1,0.2779,2.9,1.4,0,0,0
582,0.3867,0.5284,14.4,11.3,0,0,0
635,0.1926,0.2861,3.5,2.2,0,0,0
597,0.4387,2.5487,4.6,2.2,2,0,0
559,0.3455,0.6311,12.8,8.3,1,0,0
706,0.1525,0.6889,10.7,7.6,0,0,0
662,0.19,1.6743,13.7,7.3,2,0,0
628,0.4226,0.5203,9.2,9.3,0,0,0
529,0.4385,0.359,5.9,2.9,1,0,0
623,0.3066,0.5197,19.5,12.1,3,0,0
594,0.3153,0.8395,17.2,11.3,0,0,0
603,0.1012,0.2498,7.2,6.9,1,0,0
606,0.2589,0.3321,8.7,5.6,3,0,0
634,0.2156,2.2376,2.2,3.9,0,0,0
570,0.242,0.3028,0.1,0.0,1,0,0
553,0.2467,0.335,8.1,2.8,5,0,0
647,0.1009,0.2466,10.3,5.5,1,0,0
567,0.3817,0.8619,10.1,5.7,2,0,0
612,0.3933,0.9979,19.7,15.1,1,0,0
571,0.2911,0.2189,8.5,5.0,2,0,0
545,0.3614,0.5732,16.2,9.0,1,0,0
583,0.5811,0.1564,8.9,3.3,1,0,0
566,0.4307,0.5541,9.2,2.8,2,0,0
583,0.297,0.7836,3.0,7.4,2,0,0
514,0.5529,1.1997,8.0,4.1,4,0,0
601,0.2776,0.4863,6.1,5.2,0,0,0
612,0.602,0.8211,15.1,8.2,0,0,0
625,0.2362,0.7005,8.6,8.5,0,0,0
639,0.1324,0.2887,7.1,3.3,1,0,0
605,0.4125,0.7565,6.4,8.2,0,0,0
632,0.5142,0.2983,18.9,17.2,1,0,0
541,0.4774,1.6133,4.6,1.0,1,0,0
553,0.4,0.5528,0.0,2.5,1,0,0
565,0.2812,1.3308,12.9,12.8,3,0,0
640,0.0455,0.2211,7.3,1.9,1,0,0
603,0.2046,0.6402,15.0,7.5,2,0,0
633,0.1845,0.1502,9.1,2.2,0,0,0
640,0.2817,0.289,5.7,2.1,0,0,0
558,0.5495,0.2071,16.1,9.3,3,0,0
538,0.5537,0.2564,11.8,7.6,1,0,0
517,0.6018,0.7658,10.8,5.0,2,0,0
681,0.015,0.4637,11.9,9.7,1,0,0
568,0.3225,0.2794,14.5,10.2,5,0,0
594,0.0902,0.2816,5.9,5.0,2,0,0
694,0.2052,0.3756,18.1,14.7,1,0,0
684,0.0438,0.1222,6.7,5.2,0,0,0
634,0.308,0.309,8.3,5.4,1,0,0
596,0.306,0.9736,0.0,0.0,0,0,0
682,0.279,0.3576,7.9,7.3,1,0,0
609,0.1408,0.398,0.0,0.5,0,0,0
661,0.2638,0.9617,11.9,8.8,0,0,0
632,0.166,0.2675,7.9,4.3,1,0,0
531,0.5385,0.4593,14.9,11.0,1,0,0
598,0.0674,0.6207,1.7,0.0,1,0,0
637,0.1672,0.5683,0.0,0.6,0,0,0
629,0.101,0.2624,2.5,1.2,2,0,0
568,0.2381,0.5612,11.9,9.8,2,0,0
658,0.1304,0.2176,16.6,9.0,0,0,0
644,0.2424,0.2527,1.1,0.9,0,0,0
643,0.1026,0.3376,15.7,12.4,1,0,0
628,0.1558,0.465,6.5,4.7,1,0,0
597,0.0996,0.8577,3.5,0.0,2,0,0
575,0.3096,0.2576,3.9,1.2,2,0,0
626,0.2758,0.2149,12.0,10.9,0,0,0
653,0.1212,0.5751,7.2,4.9,1,0,0
588,0.2355,0.4466,8.3,4.2,2,0,0
597,0.3978,0.2946,14.3,12.5,2,0,0
615,0.4405,0.3637,14.4,13.2,3,0,0
532,0.4848,0.5635,2.6,0.0,2,0,0
621,0.1375,0.2243,9.4,5.6,2,0,0
608,0.0365,0.3883,3.1,1.5,1,0,0
668,0.0685,1.449,5.3,4.8,1,0,0
570,0.2118,0.3071,4.5,2.8,2,0,0
610,0.1098,0.1055,8.8,6.4,2,0,0
613,0.1996,0.3552,5.1,3.3,0,0,0
611,0.3769,0.533,8.3,10.2,1,0,0
668,0.3923,0.6706,12.6,10.0,1,0,0
614,0.0301,0.2206,2.1,0.9,1,0,0
616,0.2694,0.3829,8.9,5.7,1,0,0
634,0.2107,0.6433,10.0,7.9,0,0,0
620,0.1806,0.7213,0.0,0.0,0,0,0
656,0.1353,0.6269,10.3,7.8,2,0,0
624,0.1972,0.9862,11.3,8.2,2,0,0
534,0.603,0.2581,13.6,7.8,1,0,0
565,0.263,0.2534,9.0,1.7,1,0,0
672,0.113,1.2413,12.0,4.9,2,0,0
586,0.33,0.1694,15.2,10.2,3,0,0
642,0.2465,0.1268,19.7,15.6,3,0,0
629,0.1281,1.1161,7.3,4.2,2,0,0
612,0.1388,0.3087,1.9,3.1,1,0,0
608,0.475,1.1934,17.4,11.4,0,0,0
569,0.2068,0.3689,2.0,0.0,2,0,0
533,0.3095,0.4626,3.6,0.0,3,0,0
584,0.3874,0.6338,8.6,4.2,0,0,0
517,0.4715,0.5599,2.1,1.8,2,0,0
510,0.3837,0.3889,0.5,0.3,1,0,0
619,0.1243,0.3372,0.7,0.0,1,0,0
552,0.489,0.5036,5.4,3.4,1,0,0
697,0.2044,0.295,13.0,11.3,0,0,0
687,0.0728,0.2557,3.8,6.4,0,0,0
628,0.1734,0.363,8.8,4.7,1,0,0
537,0.1993,0.8847,4.7,2.9,2,0,0
629,0.3292,0.2682,7.4,2.7,0,0,0
631,0.2974,0.1559,15.0,10.5,1,0,0
621,0.0349,0.2876,9.3,5.9,1,0,0
616,0.5195,0.6641,7.3,5.5,0,0,0
486,0.4677,0.291,1.4,2.7,2,0,0
584,0.1235,0.1604,0.0,0.0,2,0,0
561,0.5655,0.3842,0.0,0.0,3,0,0
634,0.2453,0.2256,7.6,4.8,0,0,0
583,0.4187,1.3564,3.7,2.9,1,0,0
650,0.221,0.3153,17.2,14.8,1,0,0
608,0.1195,0.6191,0.0,0.0,1,0,0
596,0.4099,0.2158,0.0,1.2,2,0,0
542,0.4588,0.3256,8.4,9.2,1,0,0
597,0.4889,0.279,5.2,1.9,0,0,0
563,0.3566,0.7696,8.1,6.0,3,0,0
574,0.3951,0.7408,1.3,1.2,1,0,0
571,0.2567,0.8711,13.2,6.6,1,0,0
659,0.2037,0.3275,13.5,10.6,0,0,0
554,0.6387,0.6391,10.5,9.6,1,0,0
617,0.1965,0.2845,5.9,2.8,2,0,0
592,0.171,0.7412,10.8,7.0,3,0,0
566,0.365,0.2973,17.4,8.7,1,0,0
586,0.3347,0.3539,10.5,9.5,0,0,0
601,0.364,0.9595,10.3,8.9,0,0,0
605,0.5466,0.4639,15.9,9.2,1,0,0
546,0.271,0.3868,7.1,3.3,3,0,0
652,0.1436,0.2746,6.9,4.0,0,0,0
580,0.1574,0.6735,0.0,2.6,2,0,0
580,0.5658,1.1957,8.4,5.7,0,0,0
660,0.2201,1.3691,9.7,7.1,0,0,0
659,0.2483,0.3289,14.9,10.7,0,0,0
620,0.2161,1.2861,7.5,8.0,1,0,0
570,0.5732,1.3866,6.7,3.9,0,0,0
618,0.1295,1.2641,11.2,7.6,1,0,0
588,0.4063,1.0509,4.4,5.4,1,0,0
626,0.2539,0.9377,13.0,11.4,2,0,0
617,0.1296,0.1448,3.0,0.0,2,0,0
499,0.4135,0.3676,8.0,1.7,3,0,0
649,0.0357,0.5878,13.4,9.4,2,0,0
600,0.2625,1.046,0.0,1.3,2,0,0
594,0.2942,0.8021,7.4,5.8,2,0,0
569,0.5547,0.6759,13.7,8.4,1,0,0
648,0.0738,0.6248,2.6,5.5,0,0,0
661,0.0347,0.6529,9.7,4.7,1,0,0
611,0.3257,1.0838,7.8,2.7,1,0,0
663,0.2155,0.2196,13.0,11.4,1,0,0
630,0.096,0.4416,11.3,7.1,1,0,0
656,0.1486,0.4063,18.5,16.3,2,0,0
610,0.2665,0.6558,0.0,0.0,2,0,0
563,0.2052,0.4176,0.1,0.0,0,0,0
654,0.3945,0.523,3.6,3.5,0,0,0
579,0.2652,0.1033,8.9,7.9,1,0,0
652,0.1318,0.3787,12.9,13.4,1,0,0
536,0.6984,0.273,16.6,13.3,2,0,0
634,0.4304,0.2992,19.0,15.4,1,0,0
629,0.1908,0.2945,16.8,10.6,2,0,0
667,0.1414,0.5875,11.4,9.9,0,0,0
600,0.4783,1.1575,4.8,4.6,0,0,0
617,0.1862,0.2371,13.3,8.1,1,0,0
629,0.3039,0.2677,12.4,5.9,0,0,0
645,0.0847,0.5184,10.6,5.6,2,0,0
580,0.2313,1.4271,5.4,2.7,2,0,0
645,0.1038,0.6115,6.5,4.2,0,0,0
650,0.1902,0.3778,15.4,12.3,1,0,0
620,0.305,0.524,10.2,9.0,2,0,0
598,0.2756,0.3535,4.2,6.4,2,0,0
651,0.3164,0.5692,9.7,7.6,0,0,0
510,0.3072,0.8846,11.7,5.3,5,0,0
555,0.2928,0.3575,1.9,0.0,2,0,0
585,0.3035,0.1805,10.1,6.6,2,0,0
660,0.331,0.3748,17.0,14.0,1,0,0
617,0.3468,0.5738,12.1,9.7,1,0,0
593,0.2997,0.3132,5.3,2.2,1,0,0
609,0.4302,0.2589,3.2,0.0,0,0,0
604,0.3037,0.4235,4.3,1.7,2,0,0
550,0.5445,0.46,7.7,2.9,0,0,0
589,0.2191,0.4816,10.7,7.3,2,0,0
652,0.0438,0.3073,7.8,6.3,1,0,0
577,0.1763,0.6353,7.6,5.9,1,0,0
569,0.4797,0.3731,3.8,1.7,1,0,0
619,0.4026,1.7429,21.0,14.8,2,0,0
530,0.7178,0.1663,0.0,0.0,1,0,0
614,0.1222,1.3274,15.1,9.2,1,0,0
643,0.1865,1.1592,8.6,6.6,0,0,0
577,0.4,0.4415,9.4,11.1,1,0,0
558,0.6148,0.555,8.1,8.4,1,0,0
560,0.5125,2.2579,11.0,5.1,2,0,0
630,0.1795,0.215,19.6,15.4,2,0,0
620,0.2979,0.3631,7.6,5.7,0,0,0
606,0.2847,0.2972,15.3,11.1,2,0,0
621,0.2276,0.2498,12.9,14.1,1,0,0
593,0.4472,0.7955,18.2,11.8,2,0,0
611,0.2819,0.565,6.5,5.6,1,0,0
656,0.273,0.2748,14.2,11.5,1,0,0
648,0.372,0.4247,11.9,6.9,1,0,0
601,0.2622,0.381,8.8,2.0,0,0,0
578,0.1161,0.4341,5.7,1.3,1,0,0
607,0.1316,0.5283,9.2,6.9,2,0,0
627,0.2002,0.1506,18.0,14.4,1,0,0
560,0.5327,0.2018,7.2,6.1,2,0,0
633,0.1697,0.7226,10.8,8.6,0,0,0
610,0.5892,0.3425,16.2,12.0,2,0,0
557,0.3814,0.1871,20.6,12.8,3,0,0
588,0.5515,0.2843,8.8,6.1,0,0,0
641,0.2611,0.3939,18.5,14.2,0,0,0
643,0.359,0.7529,16.6,12.6,1,0,0
577,0.5588,0.3284,3.3,5.6,2,0,0
645,0.0529,0.8644,11.5,6.9,3,0,0
545,0.4352,1.4584,0.4,0.0,0,0,0
605,0.235,0.531,1.5,0.0,1,0,0
570,0.3518,0.584,4.5,0.0,0,0,0
642,0.4231,0.3517,16.1,12.5,0,0,0
579,0.3963,1.2581,9.5,6.7,1,0,0
565,0.5093,1.3063,0.0,0.0,0,0,0
619,0.2456,0.3422,7.7,3.8,1,0,0
722,0.1787,0.2386,19.9,15.0,0,0,0
598,0.3008,0.3552,15.8,11.1,0,0,0
572,0.8977,0.3736,14.4,13.2,2,0,0
606,0.3551,0.3147,13.1,9.2,0,0,0
627,0.3084,0.1693,17.5,13.1,0,0,0
625,0.2112,0.1068,18.2,15.9,2,0,0
646,0.2437,0.5009,0.0,0.0,1,0,0
638,0.1815,0.36,13.2,8.4,1,0,0
619,0.4494,1.3624,14.5,13.0,0,0,0
616,0.1147,0.585,15.8,7.9,1,0,0
606,0.4215,0.4573,10.6,6.9,0,0,0
578,0.4672,0.2597,16.5,11.0,0,0,0
532,0.6584,1.151,10.9,5.9,2,0,0
565,0.5111,0.4529,2.7,2.9,2,0,0
644,0.0704,0.2844,11.4,6.8,1,0,0
632,0.0965,0.1342,7.1,5.2,2,0,0
630,0.1535,1.5761,18.4,11.0,1,0,0
582,0.4777,0.7074,3.2,2.8,0,0,0
632,0.0516,0.9715,1.6,5.3,0,0,0
651,0.0701,0.7321,8.0,5.5,2,0,0
597,0.24,0.2348,6.2,4.3,0,0,0
695,0.1637,0.306,15.8,8.7,0,0,0
624,0.1959,0.2769,8.8,7.8,0,0,0
603,0.2638,1.1376,0.7,0.3,1,0,0
640,0.0507,0.663,13.4,10.2,1,0,0
537,0.5104,0.7739,10.8,9.5,3,0,0
669,0.0328,0.2194,7.7,5.0,0,0,0
598,0.2603,1.248,8.3,7.9,0,0,0
711,0.1899,0.8091,10.2,9.3,0,0,0
563,0.7005,0.1465,5.2,4.3,0,0,0
637,0.1096,0.4767,6.2,4.7,1,0,0
539,0.1132,0.2736,0.8,0.6,2,0,0
640,0.2944,0.6769,8.6,7.1,0,0,0
655,0.1613,0.1087,9.3,7.5,1,0,0
623,0.2083,0.313,11.1,4.9,0,0,0
617,0.0987,0.2427,1.1,0.0,0,0,0
632,0.0885,0.2234,5.3,5.6,2,0,0
622,0.5447,0.1847,13.5,9.9,1,0,0
587,0.3082,0.5381,16.1,10.8,2,0,0
633,0.2129,0.5463,13.6,13.0,3,0,0
667,0.181,0.2232,16.1,12.9,1,0,0
538,0.4669,0.4601,1.3,3.1,1,0,0
498,0.5871,1.4128,5.3,3.3,2,0,0
543,0.4145,0.3016,4.0,3.6,2,0,0
571,0.4294,0.3986,2.6,1.7,0,0,0
604,0.0415,0.6869,8.2,3.7,1,0,0
639,0.149,1.0636,11.4,8.4,2,0,0
540,0.1957,0.7377,6.4,4.4,4,0,0
618,0.2792,0.8302,9.9,6.8,2,0,0
607,0.1623,0.6464,0.9,2.6,1,0,0
568,0.3,0.8137,3.7,2.4,2,0,0
630,0.1969,1.0231,7.5,5.4,2,0,0
601,0.318,0.4323,5.8,4.3,3,0,0
592,0.2506,0.6224,1.4,2.0,3,0,0
488,0.6864,0.692,0.0,0.6,1,0,0
601,0.1628,0.4381,8.7,7.5,1,0,0
610,0.1607,0.5786,12.4,6.1,1,0,0
659,0.3531,0.3415,5.0,3.8,0,0,0
584,0.4526,1.0678,16.2,11.1,0,0,0
651,0.1992,0.3012,11.2,5.2,0,0,0
577,0.3248,1.2289,13.4,6.5,0,0,0
670,0.1734,0.1671,18.4,11.6,1,0,0
621,0.0422,0.5845,10.0,5.7,1,0,0
669,0.0074,0.5882,14.6,9.7,2,0,0
633,0.1296,1.0568,17.9,12.8,1,0,0
590,0.0698,0.6516,4.8,4.3,3,0,0
580,0.106,0.2531,7.1,2.5,3,0,0
619,0.0695,0.2462,16.4,9.7,2,0,0
524,0.3585,0.2753,6.2,2.6,2,0,0
645,0.1026,0.4315,12.3,8.4,0,0,0
603,0.4778,0.5338,15.9,11.2,1,0,0
545,0.2516,0.2992,13.9,11.7,2,0,0
568,0.3083,0.2141,2.0,0.0,2,0,0
586,0.3117,0.5678,14.2,11.5,1,0,0
629,0.1104,1.4883,12.6,5.9,0,0,0
582,0.688,0.9067,12.5,8.8,3,0,0
607,0.1275,0.3307,7.8,6.6,2,0,0
648,0.1667,1.006,10.2,8.4,1,0,0
541,0.5472,0.2744,13.7,13.0,3,0,0
606,0.2209,0.2905,12.9,13.8,3,0,0
542,0.2478,0.1896,2.8,2.8,2,0,0
591,0.2105,0.1241,2.1,0.0,3,0,0
565,0.6258,0.286,14.0,17.4,1,0,0
591,0.3529,0.3484,8.8,8.4,1,0,0
619,0.3847,0.5031,14.6,12.3,3,0,0
544,0.5768,0.6752,5.2,2.8,1,0,0
608,0.2025,0.1535,6.6,4.4,1,0,0
606,0.2302,0.5033,10.8,5.9,2,0,0
651,0.1506,0.3358,6.5,5.9,2,0,0
657,0.0726,0.6594,14.3,9.1,0,0,0
653,0.3635,0.3846,14.8,11.8,1,0,0
650,0.0596,0.2872,0.0,0.0,0,0,0
623,0.1209,0.3606,13.0,11.0,4,0,0
691,0.1642,0.532,15.1,11.1,0,0,0
685,0.1382,0.7826,19.8,16.4,0,0,0
553,0.7035,0.2781,12.1,12.7,2,0,0
594,0.2814,0.6194,5.3,4.3,1,0,0
576,0.3635,0.1669,3.4,5.1,1,0,0
627,0.2272,0.3857,14.5,12.9,1,0,0
592,0.2661,0.1261,10.1,7.0,2,0,0
623,0.1139,0.7741,11.2,8.4,2,0,0
629,0.1839,0.4644,16.1,11.8,1,0,0
603,0.4101,0.4392,15.7,10.1,0,0,0
616,0.191,0.4197,8.0,4.7,2,0,0
636,0.5488,0.2677,11.3,10.4,1,0,0
621,0.5357,1.0415,18.9,11.8,3,0,0
623,0.1153,1.3478,7.3,4.8,2,0,0
550,0.4068,0.139,18.9,12.6,3,0,0
631,0.293,0.4514,9.1,7.3,2,0,0
665,0.3143,0.5364,12.3,13.2,0,0,0
643,0.1443,1.1323,11.6,7.7,2,0,0
575,0.3503,0.1967,9.1,3.5,4,0,0
664,0.1939,0.5583,12.3,8.8,2,0,0
503,0.6251,0.1964,1.8,0.0,3,0,0
581,0.1578,1.5732,0.0,0.5,1,0,0
688,0.0872,0.9441,11.1,6.2,0,0,0
449,0.6078,0.4638,2.5,2.1,2,0,0
567,0.3792,1.08,7.8,3.1,1,0,0
691,0.2292,0.582,11.4,7.4,0,0,0
497,0.8068,0.2056,2.7,0.0,0,0,0
671,0.2166,0.4812,6.1,6.8,1,0,0
590,0.3922,1.4467,15.6,9.5,0,0,0
590,0.3975,0.5138,10.1,8.2,0,0,0
582,0.3857,0.3786,0.8,0.9,1,0,0
569,0.674,0.675,4.8,3.8,1,0,0
588,0.1334,1.3492,4.2,3.7,3,0,0
642,0.182,0.5122,3.5,3.7,0,0,0
640,0.339,0.3718,9.7,9.4,0,0,0
556,0.591,0.3216,0.0,1.9,1,0,0
680,0.2336,0.7489,1.9,4.4,1,0,0
606,0.1322,0.5262,12.6,6.7,2,0,0
650,0.1817,0.1418,13.9,7.0,0,0,0
657,0.0888,0.3091,15.5,14.2,1,0,0
557,0.3838,0.5197,3.0,3.2,0,0,0
569,0.4482,0.5915,15.4,8.7,1,0,0
530,0.3283,0.8729,11.7,7.6,4,0,0
598,0.3557,0.4294,3.8,3.7,1,0,0
530,0.6312,0.6518,5.3,3.6,2,0,0
627,0.3268,0.3398,17.9,13.8,1,0,0
581,0.1851,0.211,8.5,3.6,2,0,0
552,0.657,0.5887,1.7,1.1,2,0,0
552,0.4562,0.2446,4.2,3.2,2,0,0
558,0.4047,1.0023,0.4,0.0,0,0,0
595,0.1479,0.6375,10.9,7.1,2,0,0
600,0.4471,0.3705,10.6,6.5,1,0,0
601,0.4551,0.1543,1.5,0.0,1,0,0
662,0.1377,0.7147,19.1,12.1,1,0,0
619,0.1548,0.6007,12.6,9.2,3,0,0
581,0.4753,0.5038,14.6,8.3,1,0,0
594,0.4617,0.9904,16.2,10.0,1,0,0
522,0.3514,0.269,1.0,0.0,3,0,0
649,0.0616,1.1198,0.5,3.2,0,0,0
560,0.4841,0.6758,1.2,2.7,1,0,0
552,0.3462,1.0877,0.9,3.0,1,0,0
616,0.1462,0.8861,12.1,9.2,3,0,0
540,0.2205,0.6264,3.9,3.3,3,0,0
581,0.0858,1.5381,15.4,10.4,1,0,0
570,0.4892,1.5064,7.8,8.1,2,0,0
635,0.0697,0.2513,15.4,10.8,2,0,0
604,0.2722,0.3105,14.5,6.2,1,0,0
563,0.4357,0.38,10.8,3.7,3,0,0
556,0.3372,0.4473,3.8,3.4,0,0,0
670,0.1125,0.7912,10.2,5.2,1,0,0
616,0.0811,0.3459,4.5,3.3,2,0,0
648,0.1606,0.7724,10.4,8.8,1,0,0
586,0.2415,1.5081,15.9,9.5,2,0,0
730,0.0793,0.6327,17.1,11.4,0,0,0
564,0.2807,0.7967,1.6,0.6,1,0,0
587,0.317,1.0311,12.4,6.9,1,0,0
571,0.4056,1.5347,1.7,0.0,1,0,0
596,0.2085,0.2155,2.1,0.0,1,0,0
616,0.1403,0.5908,7.8,2.5,2,0,0
618,0.2254,0.1044,17.4,11.8,3,0,0
556,0.2906,0.2683,9.4,6.2,2,0,0
635,0.3551,0.2154,8.5,4.9,0,0,0
673,0.194,0.1819,19.5,10.8,0,0,0
562,0.3982,1.0507,3.4,4.6,1,0,0
587,0.3507,0.7257,11.7,6.9,0,0,0
677,0.0756,0.7273,10.1,12.2,1,0,0
640,0.1146,0.3216,0.5,2.1,0,0,0
559,0.6563,0.7205,0.0,0.0,1,0,0
632,0.5473,0.1771,11.2,10.3,0,0,0
688,0.148,0.279,15.8,9.7,1,0,0
559,0.2711,1.0099,4.2,1.1,2,0,0
568,0.2401,1.4781,15.2,10.1,3,0,0
598,0.057,0.8235,3.4,4.6,1,0,0
604,0.1152,0.1381,4.0,3.8,1,0,0
642,0.2828,0.4546,15.7,11.4,2,0,0
545,0.4753,0.463,7.9,3.9,0,0,0
617,0.0542,0.3528,3.1,4.1,0,0,0
581,0.2696,0.5054,7.1,3.0,1,0,0
653,0.1704,0.8415,14.5,12.2,1,0,0
630,0.2704,0.2135,9.0,7.0,1,0,0
580,0.2769,0.439,8.1,4.5,2,0,0
604,0.2935,0.3293,14.8,14.6,2,0,0
608,0.5298,0.2005,5.2,5.5,0,0,0
627,0.0806,1.471,0.0,1.1,0,0,0
559,0.1354,0.5035,8.7,6.3,1,0,0
605,0.2751,0.1409,4.3,0.7,1,0,0
587,0.3835,0.4112,0.8,0.6,0,0,0
642,0.5536,1.0457,16.9,15.0,0,0,0
538,0.5513,0.8201,2.6,0.0,0,0,0
610,0.3487,1.4753,5.0,4.6,0,0,0
642,0.0739,0.2205,0.6,3.2,2,0,0
611,0.4461,0.2081,1.9,4.2,1,0,0
585,0.257,1.6631,5.1,1.8,0,0,0
628,0.2391,0.3977,20.9,13.5,0,0,0
575,0.3177,0.3149,10.2,7.3,1,0,0
528,0.3467,0.2602,12.8,9.9,2,0,0
594,0.3214,0.6796,0.6,3.0,1,0,0
580,0.2188,0.2878,16.5,11.1,2,0,0
685,0.126,0.9056,11.9,10.2,0,0,0
586,0.1891,0.4623,18.5,7.8,2,0,0
571,0.5423,0.703,11.5,7.5,2,0,0
545,0.2144,0.3638,5.9,6.0,3,0,0
663,0.19,0.2701,13.0,10.8,1,0,0
609,0.4456,1.0093,5.1,1.7,1,0,0
635,0.381,1.0365,10.6,9.5,1,0,0
562,0.5495,1.2372,8.1,2.8,2,0,0
632,0.1351,1.4843,7.6,7.7,2,0,0
640,0.1895,1.1871,11.2,7.4,2,0,0
573,0.2265,0.4116,11.3,7.0,3,0,0
559,0.2662,0.2115,12.6,8.2,1,0,0
666,0.1326,0.6065,18.9,14.0,1,0,0
643,0.1459,0.1416,3.0,6.3,0,0,0
680,0.0441,0.2391,17.3,14.5,2,0,0
619,0.1878,0.3457,14.4,7.8,3,0,0
626,0.4795,0.1321,16.3,9.3,0,0,0
558,0.1223,0.4448,10.7,3.7,2,0,0
578,0.3279,0.7015,15.8,11.7,2,0,0
655,0.0188,0.6439,13.0,8.8,1,0,0
622,0.2604,0.4863,0.0,1.3,0,0,0
570,0.2654,0.8489,0.0,0.0,1,0,0
608,0.3406,0.3946,18.6,12.2,2,0,0
649,0.1416,0.2294,15.2,7.7,2,0,0
594,0.4356,1.4043,13.2,11.4,2,0,0
694,0.0725,1.1327,16.4,10.3,1,0,0
575,0.3503,1.0049,1.1,0.0,1,0,0
660,0.0916,0.6905,11.0,9.6,0,0,0
601,0.337,0.3979,16.9,8.9,0,0,0
635,0.1154,0.5099,11.5,9.1,0,0,0
627,0.3054,0.4535,18.5,11.4,0,0,0
619,0.367,0.5384,8.7,5.9,2,0,0
641,0.2234,1.0849,4.0,0.0,2,0,0
606,0.3069,0.0782,13.2,10.4,2,0,0
647,0.3219,0.7545,1.3,5.0,0,0,0
600,0.0557,0.1227,4.1,0.3,3,0,0
578,0.3174,0.2711,3.5,4.8,2,0,0
615,0.2252,0.9284,14.1,9.8,1,0,0
614,0.2736,0.2404,5.6,5.0,1,0,0
636,0.0423,0.2455,12.7,6.5,0,0,0
672,0.0729,0.6882,0.0,0.0,1,0,0
603,0.4916,0.6035,13.7,9.8,1,0,0
598,0.5451,0.3855,1.6,0.7,0,0,0
641,0.2189,0.4419,11.7,8.5,0,0,0
679,0.2186,0.9367,15.1,7.6,0,0,0
646,0.23,0.5849,7.3,6.3,1,0,0
608,0.4603,0.2504,15.9,11.9,2,0,0
605,0.2245,0.1145,9.2,8.7,0,0,0
599,0.2039,0.4662,11.6,8.8,1,0,0
633,0.4624,0.5461,12.8,13.5,1,0,0
717,0.0903,0.7148,19.5,17.7,1,0,0
635,0.1178,0.2426,0.0,0.0,1,0,0
603,0.1415,0.8126,9.8,6.8,4,0,0
663,0.1334,0.7485,12.3,6.9,1,0,0
565,0.4328,0.6978,7.6,2.6,2,0,0
618,0.2682,0.6341,2.2,1.1,0,0,0
668,0.453,0.2636,18.2,11.5,0,0,0
631,0.2957,0.1794,11.6,6.5,0,0,0
652,0.5087,0.4152,16.4,12.2,0,0,0
572,0.3226,0.3994,16.6,8.5,0,0,0
611,0.24,1.4652,6.1,1.9,0,0,0
600,0.142,0.5379,8.8,2.2,1,0,0
638,0.2735,0.4803,17.9,9.8,1,0,0
620,0.2015,0.4802,12.6,7.6,0,0,0
596,0.319,0.6727,9.3,8.1,1,0,0
555,0.051,0.1419,5.2,7.5,5,0,0
572,0.3107,0.3841,4.8,0.0,2,0,0
677,0.0955,0.5831,10.6,9.2,0,0,0
653,0.2078,0.4798,15.5,8.9,0,0,0
548,0.3429,1.3398,0.0,0.3,2,0,0
660,0.131,0.0696,9.6,7.9,0,0,0
645,0.1672,0.2966,9.6,9.5,0,0,0
663,0.1882,1.7567,5.5,8.6,0,0,0
665,0.2202,0.2599,5.5,5.9,0,0,0
597,0.3092,0.4846,7.4,4.2,1,0,0
552,0.4225,0.3512,6.7,1.6,1,0,0
618,0.0372,0.3367,0.4,0.7,1,0,0
615,0.4202,0.406,10.6,8.7,1,0,0
519,0.8437,0.2258,8.7,3.8,1,0,0
587,0.3542,0.1619,7.4,6.7,2,0,0
570,0.5056,0.3476,1.3,0.1,0,0,0
595,0.4008,0.551,12.8,6.7,2,0,0
577,0.4042,0.4457,5.3,4.0,1,0,0
584,0.4427,0.6184,10.8,5.8,1,0,0
596,0.0568,0.8219,17.4,9.9,5,0,0
589,0.3793,0.1878,5.8,4.6,1,0,0
